Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1745452106.25,37.87379886647031,-122.2556684723356,36.5,35.5,70.0,74.5,16.57970703125,56.626028902715774,1001.5957615585685,97.4844836881797,173495.0
1745452108.25,37.87379143776007,-122.25567276746997,26.0,27.0,53.0,55.0,16.598652343749997,56.50304867414167,1001.6397288258162,97.11498745030568,173835.0
1745452110.23,37.873765220750975,-122.25572371716089,32.5,27.0,53.0,55.0,16.6286328125,56.3627807610889,1001.6710419628887,96.85184324589142,174520.5
1745452112.24,37.873756966121846,-122.25573387475978,32.5,15.0,28.0,29.0,16.6565625,56.23486840783737,1001.7155708663934,96.47765070110847,174701.0
1745452114.24,37.87375613542131,-122.25573602557252,37.0,15.0,28.0,29.0,16.67775390625,56.109288547113174,1001.76933779821,96.02584469973893,174261.5
1745452116.27,37.87375481504945,-122.25573778897679,33.0,11.5,22.0,22.5,16.69630859375,56.00846367395158,1001.8092684949083,95.69031809763177,175384.5
1745452118.19,37.87375814006134,-122.25574641137035,40.0,11.5,22.0,22.5,16.69630859375,56.00846367395158,1001.8092684949083,95.69031809763177,175384.5
1745452120.25,37.87375814006134,-122.25574641137035,35.5,8.0,16.0,16.0,16.71974609375,55.92082498048927,1001.8442825563136,95.39611341546706,174865.0
1745452122.2,37.873693174196355,-122.2558936429769,35.5,8.0,16.0,16.0,16.73810546875,55.86068990059998,1001.8788350108205,95.1057959725254,175558.0
1745452124.25,37.87371160850686,-122.25589626009605,39.0,6.0,9.5,9.5,16.756464843750003,55.82556721554668,1001.9159075537307,94.7943128284046,175384.0
1745452126.23,37.87369895181021,-122.25592088622773,35.0,6.0,9.5,9.5,16.776874999999997,55.77197182030679,1001.9515197670669,94.495108042915,176346.0
1745452128.25,37.873697800662065,-122.25592599660354,39.5,5.0,8.0,8.0,16.79875,55.73419505443954,1001.9854888958422,94.20971633153735,176522.5
1745452130.21,37.873697800662065,-122.25592599660354,39.5,5.0,8.0,8.0,16.8149609375,55.71130550886773,1002.0263739641982,93.86623047558086,176173.0
1745452132.27,37.873697800662065,-122.25592599660354,41.0,4.0,6.0,6.0,16.830390625,55.7945143077424,1002.0684166709317,93.51303094942894,175298.0
1745452134.22,37.873697800662065,-122.25592599660354,32.5,4.0,6.0,6.0,16.8036328125,55.8441691340209,1002.0889198771335,93.34078843245035,176435.0
1745452136.26,37.87368222245204,-122.25597187646484,36.5,3.0,5.0,5.0,16.733906249999997,55.828898720535115,1002.1150586395262,93.12120745392716,176698.0
1745452138.23,37.87368359820706,-122.25596798554827,42.5,3.0,5.0,5.0,16.72296875,55.90873881647592,1002.1463609621326,92.85825521092723,176436.0
1745452140.3,37.87368494764594,-122.25596412502244,42.5,2.5,4.0,4.0,16.7471875,55.94938839199612,1002.1735115860033,92.6301841548017,176965.5
1745452142.23,37.87368494764594,-122.25596412502244,38.5,2.5,4.0,4.0,16.78048828125,55.93494345311697,1002.2123129768054,92.30425374125869,177501.5
1745452144.23,37.87368494764594,-122.25596412502244,35.5,2.5,4.0,4.0,16.8005078125,55.89377136227721,1002.2531319743009,91.96138534648645,177140.5
1745452146.25,37.873683616253324,-122.25603884616721,31.5,2.0,3.0,3.0,16.8180859375,55.82729118709198,1002.2720518390239,91.8024677933205,178034.5
1745452148.24,37.87368360366895,-122.25603955243447,48.5,2.0,3.0,3.0,16.844843750000003,55.77763911469461,1002.2943929375773,91.61481663995086,177674.5
1745452150.27,37.873683796011555,-122.25604677150434,48.5,2.0,3.0,3.0,16.86408203125,55.72390135707015,1002.3212494866859,91.38924338774885,179295.5
1745452152.22,37.87368374951813,-122.25605005124045,40.0,2.0,3.0,3.0,16.892695312500003,55.690126121381354,1002.3669884258006,91.00508384022811,178845.5
